Dataset,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy
class_data-1.csv,10,100,0.1,8,2.5074249213439276e+16,0.35087226522140935,12.805850027353422,0.09373396651291592,990,3,0.048,0.012292725943057184,45.649925482455906,8.41019754931511,0.05325391157489795,0.2835218826979816,-0.37292742404386614,0.5344566987003049,2.6468574210007176,0.23816428350143304,1.9975679907499957,0.8812908992306927,0.0
