Dataset,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy
class_data-1.csv,10,100,0.1,8,2.507424921343928e+16,0.3508722652214093,12.805850027353422,0.0937339665129159,990,3,0.048,0.0122927259430571,45.64992548245591,8.41019754931511,0.0532539115748979,0.2835218826979816,-0.3729274240438661,0.5344566987003049,2.6468574210007176,0.238164283501433,1.997567990749996,0.8812908992306927,0.0
